Rank,Resume Index,Cosine Similarity,Recruiter Feedback,Candidate Feedback,Resume Snippet
740,1366,0.030313768647493657,"Semantic Similarity Score: 0.09. Matching Keywords: experience, solving, problem. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, data, analysis, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, data, analysis, engineer, abilities, demonstrate, world, machine, learning.","SOCIAL MEDIA MARKETING MANAGER 
 Summary 
 Recent graduate with excellent research , time management , and problem solving skills . Ability to function at a high level in a fast - paced 
 environment . Passionate about travel and international education . Â 
 Highlights 
 Deadline - driven Organizational planning 
 Critical thinker Exceptional multi - tasker 
 oriented problem solver 
 Able to work independently and as a member of a team Interpersonal , oral , and written communication skills 
 ..."
741,409,0.030241330810782598,"Semantic Similarity Score: 0.07. Matching Keywords: expertise, strong, experience, data, world, learning. Missing Keywords: candidate, python, real, seeking, hands, projects, solving, analysis, problem, engineer, abilities, demonstrate, machine, software.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, hands, projects, solving, analysis, problem, engineer, abilities, demonstrate, machine, software.","BILINGUAL LANGUAGE ARTS SIXTH GRADE TEACHER 
 Summary 
 Dedicated and enthusiastic professional with over four years ' experience in education . Proven expertise in establishing rapport and building trust 
 among students , parents , administrators and community members . Possess strong communication skills and ability to partner across departments 
 within and outside of an organization to meet the needs of students . Motivating students School improvement committee Interactive 
 teaching / lea..."
742,131,0.030213130650980375,"Semantic Similarity Score: 0.09. Matching Keywords: seeking, projects, strong, experience, analysis, data, software. Missing Keywords: candidate, python, expertise, real, hands, solving, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, hands, solving, problem, engineer, abilities, demonstrate, world, machine, learning.","PATIENT SERVICE REPRESENTATIVE 
 Summary 
 Seeking a position using strong organizational skills , superb communication skills and interest in management position with the reputed organization 
 that rewards loyalty , hard work , dependability and positive results in the team environment . 
 Skills 
 Maintains strict confidentiality 
 Proven patience and self - discipline 
 Knowledge of HMOs , Medicare and Medi - Cal 
 Personal and professional integrity 
 Medical Manager Software 
 Relationship..."
743,39,0.03020833560085038,"Semantic Similarity Score: 0.06. Matching Keywords: projects, solving, experience, analysis, problem, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, strong, data, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, strong, data, engineer, abilities, demonstrate, world, machine, learning.","SENIOR ACCOUNTANT 
 Summary 
 11 + years experience in the accounting profession . in and studying for CPA license . Managed tax preparation 
 and filing for 25 diverse companies such as sole proprietors , corporations , s - corps , partnership , non - profit organization in many different industries 
 for 10 different states . Results - oriented Accountant skilled in regulatory reporting , tax accounting operations with an e xtensive knowledge of 
 accounting software and processes . 
 Highligh..."
744,695,0.030207678711673288,"Semantic Similarity Score: 0.11. Matching Keywords: projects, solving, experience, problem, data, learning, software. Missing Keywords: candidate, python, expertise, real, hands, strong, analysis, engineer, abilities, demonstrate, world, machine, seeking.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, hands, strong, analysis, engineer, abilities, demonstrate, world, machine, seeking.","MANAGER 
 Experience 
 Manager , 11/2013 to Current 
 Company Name â€ “ City , State 
 Manage a large global team of up to 50 Managers , Technical Leads and Software Developers across a portfolio of 25 LOB applications . 
 My responsibilities include : . 
 Vendor management , RFPs , vendor selection , scope based contractual obligations , and negotiations on Fixed Bid , , T&M 
 SOWs and 3rd Party Software licensing . 
 LRPs , short and long - term strategic Road Maps , Project Planning & Monitor..."
745,2206,0.03019273935362206,"Semantic Similarity Score: 0.08. Matching Keywords: experience, projects, problem, abilities. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, analysis, engineer, demonstrate, data, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, analysis, engineer, demonstrate, data, world, machine, learning.","GENERAL MANAGER 
 Professional Summary 
 Manager with seven years of experience coordinating office management and special projects with a high degree of efficiency . Serve as point 
 person for Directors , staff , clients , and vendors to ensure proper lines of communication . Maintain excellent communication skills , problem 
 resolution abilities , and a high - level of confidentiality . Excellent Customer Service , Accounting & Basic Book - keeping , Processing Payroll , Client 
 relations e..."
746,2100,0.03018916528117429,"Semantic Similarity Score: 0.09. Matching Keywords: projects, experience, analysis, engineer, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, solving, strong, problem, demonstrate, abilities, data, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, solving, strong, problem, demonstrate, abilities, data, world, machine, learning.","ADMINISTRATOR OF INFORMATION TECHNOLOGY 
 Summary 
 Advanced Desktop Support Lead / Manager with 14 plus years of experience in the Information Technology field providing technical 
 support . I have demonstrated highly advanced troubleshooting techniques in resolving end - user issues with swift efficiency and going above and 
 beyond SLA . 15 plus years of experience working with United Senate end - users across multiple technological platforms . 
 Experience 
 Company Name Administrator of In..."
747,1856,0.030171986454689298,"Semantic Similarity Score: 0.10. Matching Keywords: solving, strong, experience, analysis, problem, data, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, engineer, abilities, demonstrate, world, machine, learning.","SENIOR ANALYST - BUSINESS INTELLIGENCE AND 
 Summary 
 My 9 years of experience working in , and Reporting have given me a strong understanding of both business objectives and 
 technical capabilities . I have worked on Data Visualization , Data Analysis , Analytical Reporting , , Retail Forecasting , Retail 
 Inventory Management , and Retail Product Management , as well as capabilities consulting on broader initiatives . The knowledge I have developed 
 through this work and my strengths in pr..."
748,498,0.030171542700718947,"Semantic Similarity Score: 0.08. Matching Keywords: seeking, solving, strong, experience, analysis, problem, data, learning. Missing Keywords: candidate, python, expertise, real, hands, projects, engineer, abilities, demonstrate, world, machine, software.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, hands, projects, engineer, abilities, demonstrate, world, machine, software.","CUSTOMER SERVICE ASSOCIATE / CASHIER 
 Receptionist , 
 Summary 
 Highly motivated professional seeking a Receptionist position . Possesses excellent communication skills , a strong intuitive analytical thinking . Goal- 
 oriented , Customer - focused with a team player attitude and drive to succeed . 
 Highlights 
 Answered , screened and directed inbound phone calls 
 Performed general secretarial duties , including â€ “ meeting scheduling , 
 appointment set up , faxing and mailing 
 Flexibil..."
749,370,0.030165544927163623,"Semantic Similarity Score: 0.09. Matching Keywords: seeking, solving, strong, experience, analysis, problem, software. Missing Keywords: candidate, python, expertise, real, hands, projects, data, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, hands, projects, data, engineer, abilities, demonstrate, world, machine, learning.","MEMBERSHIP SALES REPRESENTATIVE 
 Professional Profile 
 Motivated professional with over twenty years of experience in business management and customer service seeking Manager position 
 at The Claremont Club . Ability to turn around under - performing departments to create profitable departments by building strong relationships , 
 recruiting talent , training teams , and establishing and managing processes . Self - starter with positive attitude and strong problem solving skills . 
 Qualifica..."
750,448,0.03015691820597236,"Semantic Similarity Score: 0.08. Matching Keywords: projects, solving, strong, experience, problem, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, data, analysis, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, data, analysis, engineer, abilities, demonstrate, world, machine, learning.","COLLEGE ASSISTANT 
 Summary 
 Professional leader with strong emphasis on management initiatives , focused on developing comprehensive family and child - related programs and 
 services . Goal - oriented professional with strong leadership capabilities . Â - oriented exhibiting excellent communication , building networks , 
 problem solving and strategic planning skills . Â Exceeding deadlines , and managing multiple projects on time and budget without compromising 
 quality . Â Passionate about..."
751,291,0.030137236216184006,"Semantic Similarity Score: 0.10. Matching Keywords: projects, experience, analysis, data, world, hands, software. Missing Keywords: candidate, python, expertise, real, seeking, solving, strong, problem, engineer, abilities, demonstrate, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, solving, strong, problem, engineer, abilities, demonstrate, machine, learning.","LEAD SENIOR SAP AUDITOR 
 Career Focus 
 Insightful , results - driven IT professional and CISSP with 6 years of risk assurance advisory experience in information technology security . Notable 
 success directing a broad range of IT security assessments and corporate initiatives while participating in planning , analysis , and implementation of 
 solutions in support of business objectives . Hands - on experience leading all stages of system development efforts , including requirements definitio..."
752,289,0.03011614640593638,"Semantic Similarity Score: 0.08. Matching Keywords: expertise, projects, experience, analysis, data, world. Missing Keywords: candidate, python, real, seeking, hands, software, solving, strong, problem, engineer, abilities, demonstrate, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, hands, software, solving, strong, problem, engineer, abilities, demonstrate, machine, learning.","FEMA VACCINE DISTRIBUTION 
 Professional Summary 
 Committed to sustainable community development and fighting climate change , bringing 5 years of outdoor and forestry experience and 2 years 
 international experience through the Peace Corps . Successful in project planning , community integration and development . Knowledgeable in 
 various environmental , forestry , and agricultural disciplines using sustainable methods . Education in Geography and Urban Planning . 
 Skills 
 Proposal Develop..."
753,1924,0.030096982480661588,"Semantic Similarity Score: 0.11. Matching Keywords: projects, experience, data, hands, software. Missing Keywords: candidate, python, expertise, real, seeking, solving, strong, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, solving, strong, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","PLATFORM ARCHITECT , HEALTHCARE INCUBATION LAB ( HIL ) 
 Summary 
 A driven technology professional with software architecture and development background and a passion for Agile methodologies . I enjoy 
 designing and developing platforms consisting of web applications and services that help businesses innovate and stay competitive . 
 Accomplishments 
 Over 8 years of experience architecting and developing data - intensive web - based applications and services with expert level proficiency in 
..."
754,452,0.030072733632831007,"Semantic Similarity Score: 0.08. Matching Keywords: projects, solving, experience, problem, demonstrate. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, strong, analysis, engineer, abilities, data, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, strong, analysis, engineer, abilities, data, world, machine, learning.","QUALITY ANALYST / SENIOR RECORD KEEPING SPECIALIST 
 Summary 
 Administrative professional eager to leverage over 20 years of experience and business management degree to secure a higher level position that 
 will demonstrate leadership skills . Highly organized , efficient and skilled in a variety of office support tasks . 
 Professional Highlights 
 Procedure 
 development 
 Personable 
 Creates vision for performing art shows and acquires appropriate facilities for expected guests . 
 Team bu..."
755,1070,0.030040671216204785,"Semantic Similarity Score: 0.08. Matching Keywords: expertise, projects, experience, problem, data, machine. Missing Keywords: candidate, python, real, seeking, software, solving, strong, analysis, engineer, abilities, demonstrate, world, hands, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, software, solving, strong, analysis, engineer, abilities, demonstrate, world, hands, learning.","PROJECT COORDINATOR â€ “ CONSTRUCTION SIDE 
 Summary 
 Resourceful and accomplished Office Manager with extensive office operations and personnel organization expertise . Versatile Office manager 
 capable of managing dynamic and cross - functional teams as well as projects . Over 10 years of progressive experience in business management 
 and the legal arena . 
 Highlights 
 Interpersonal Skills : Works Independently , 
 Technical Skills : Typing ( 70 WPM ) , Dictaphone , Transcription , , 
 Ha..."
756,1815,0.03001618208090336,"Semantic Similarity Score: 0.09. Matching Keywords: expertise, strong, experience, analysis, data, world. Missing Keywords: candidate, python, real, seeking, hands, projects, software, solving, problem, engineer, abilities, demonstrate, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, hands, projects, software, solving, problem, engineer, abilities, demonstrate, machine, learning.","DIRECTOR , NEW PRODUCT RESEARCH AND R&D LIAISON , GLOBAL ORAL HEALTHCARE R&D , CONSUMER 
 HEALTHCARE R&D 
 
 SKILL SET * Growth strategies / new opportunity identification and development * Scientific strategy / best practice / scientific excellence 
 implementation * Strong technical expertise ( research and product development ) * Cross - functional experience : regulatory affairs , marketing , 
 licensing , legal , clinical , etc . * Broad background in consumer healthcare ( OTC 's and medica..."
757,310,0.030011502897172717,"Semantic Similarity Score: 0.08. Matching Keywords: experience, problem, strong, demonstrate. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, analysis, engineer, abilities, data, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, analysis, engineer, abilities, data, world, machine, learning.","BRANCH ADMINISTRATOR 
 Objective 
 Obtain a challenging position which will demonstrate and highlight my organizational , customer service , communication , and project management 
 skills . 
 Summary 
 Committed and motivated Administrative Assistant with exceptional customer service and decision making skills . Strong work ethic , professional 
 demeanor and great initiative . Energetic and reliable Office Manager skilled with working with a diverse group of people . Excellent team - building ..."
758,2448,0.029972864384194498,"Semantic Similarity Score: 0.07. Matching Keywords: experience, strong, real, learning. Missing Keywords: candidate, python, expertise, seeking, hands, projects, solving, data, analysis, problem, engineer, abilities, demonstrate, world, machine, software.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, seeking, hands, projects, solving, data, analysis, problem, engineer, abilities, demonstrate, world, machine, software.","TEACHER 
 Summary 
 A dedicated Teacher and Marine Corps Veteran experienced in many different working environments , I am accustomed to leading coworkers in 
 both large and small teams to create innovative solutions . 
 Highlights 
 Strong communication skills 
 Experience working special needs students 
 MS Office 
 Knowledgeable in distance learning techniques 
 Deadline - oriented 
 Â Goal Setting 
 Employee training and development 
 Experience 
 August 2007 
 to 
 December 2016 
 Company ..."
759,2137,0.02997138630149545,"Semantic Similarity Score: 0.09. Matching Keywords: strong, experience, analysis, problem, demonstrate, data, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, solving, engineer, abilities, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, solving, engineer, abilities, world, machine, learning.","STAFF PHARMACIST 
 Summary 
 Patient and professional excellence oriented with Doctor of Pharmacy and Master in Science degrees . Nine years of retail experience 
 providing outstanding pharmacy services in a high - volume setting . Strong background in science and clinical pharmacology and excellent 
 interpersonal skills with a track record of establishing positive relationships with customers , co - workers , medical professionals , and insurance 
 providers . Enthusiastic about acquiring new..."
760,1784,0.029958561614516717,"Semantic Similarity Score: 0.08. Matching Keywords: seeking, projects, strong, experience, problem, learning. Missing Keywords: candidate, python, expertise, real, hands, solving, data, analysis, engineer, abilities, demonstrate, world, machine, software.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, hands, solving, data, analysis, engineer, abilities, demonstrate, world, machine, software.","DIRECTOR OF OPERATIONS 
 Summary 
 A motivated professional seeking a position as an administrative assistant utilizing my 20 years of experience managing business operations and 
 personnel to achieve organizational profitability . Dynamic personality with the interpersonal communication skills to engage and develop strong 
 rapport with individuals at all levels . Excellent organizational and planning competencies utilized in providing full support to a department of 59 
 employees . Adapt wor..."
761,33,0.02992498523126344,"Semantic Similarity Score: 0.07. Matching Keywords: experience, strong, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, solving, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, solving, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","ACCOUNTANT 
 Summary 
 Self - motivated Accountant â€‹ Â offering a strong work ethic and determination to complete tasks in a timely manner . Accurate and detail- 
 oriented with extensive bookkeeping and clerical knowledge . 
 Skills 
 Accounts receivable professional 
 Skills 
 Sales Software : Salesforce.com , TapScan 
 Public Relations Software : Bacon 's Mediasource , Factiva 
 Desktop Publishing Software : Photoshop , Illustrator , HTML 
 Experience 
 03/2010 to Current 
 Accountant Compa..."
762,2241,0.02991703946710051,"Semantic Similarity Score: 0.08. Matching Keywords: projects, strong, experience, analysis, problem, data. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, solving, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, solving, engineer, abilities, demonstrate, world, machine, learning.","EDITOR 
 Summary 
 - oriented and organized . Accurate and well versed in database management . Strong organizational , technical and analytical skills . 
 Successfully manages multiple data entry projects at once . Goes above and beyond given job responsibilities to achieve superior results and 
 maintain company - wide data integrity . Focused on delivering high quality results in a timely manner . 
 Highlights 
 Strong Financial Administration 
 Grant Management 
 Budget Management Human Reso..."
763,1642,0.02990889414003397,"Semantic Similarity Score: 0.08. Matching Keywords: strong, experience, analysis, abilities, data. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, problem, engineer, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, problem, engineer, demonstrate, world, machine, learning.","FINANCE MANAGER 
 Summary 
 Efficient , dedicated , hard - working Financial Manager skilled at consistently meeting strict deadlines , paying high attention to detail and 
 effectiveness when reporting to senior management . Extensive experience in budgeting , forecasting , strategic planning and analysis . 
 Experience 
 Company Name March 2003 to Current Finance Manager 
 City , State 
 Serving as a business and financial advisor to a portfolio of ten trade show teams by working closely with ..."
764,1610,0.02985716870509287,"Semantic Similarity Score: 0.09. Matching Keywords: solving, strong, experience, analysis, data, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, problem, engineer, abilities, demonstrate, world, machine, learning.","SENIOR ACCOUNTANT / FINANCE CONTROLLER 
 Summary 
 to work for a progressive organization in a growth oriented position that gives enough scope to sharpen my skill accordingly to the latest 
 demands at the same time to work towards the growth of the organization and To seek challenging avenues where , my knowledge and experience 
 matches with the organization 's growth and to continue for the achievement of organizational goals with the betterment career prospects . 
 Highlights 
 MS - Word , ..."
765,384,0.0298219801421009,"Semantic Similarity Score: 0.09. Matching Keywords: expertise, projects, strong, experience, demonstrate, data, hands. Missing Keywords: candidate, python, real, seeking, software, solving, analysis, problem, engineer, abilities, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, software, solving, analysis, problem, engineer, abilities, world, machine, learning.","CREATIVE DIRECTOR 
 Professional Summary 
 Hard working , punctual , dependable , detail oriented , well organized , Â excellent oral and written communication skills , strong organizational 
 skillsÂ * Ability to positively and proactively handle customer concerns and prioritize multiple task in a fast- paced environment .*Ability to work 
 on multiple projects effectively and efficiently , both independently and collaboratively within a team . To obtain a position in a well established 
 compa..."
766,1117,0.029810156259033035,"Semantic Similarity Score: 0.09. Matching Keywords: projects, experience, analysis, problem, data, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, solving, strong, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, solving, strong, engineer, abilities, demonstrate, world, machine, learning.","CONSTRUCTION ACCOUNTANT - CONTRACTOR 
 Professional Summary 
 Accomplished , detail - oriented leader with over 15 years of experience in accounting . Â Excellent organizational , analytical , and communication 
 skills with the proven ability to effectively prioritize complicated tasks and multiple assignments while meeting tight deadlines . Â Creative problem 
 solver able to quickly and correctly troubleshoot accounting issues . 
 Skills 
 Team leadership General ledger accounting 
 Staff dev..."
767,1380,0.02980720988457458,"Semantic Similarity Score: 0.08. Matching Keywords: projects, solving, problem, abilities. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, strong, experience, analysis, engineer, demonstrate, data, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, strong, experience, analysis, engineer, demonstrate, data, world, machine, learning.","25LIVE FUNCTIONAL ADMINISTRATOR / SUPERVISOR OF HELP DESK 
 Professional Summary 
 AdministratorÂ committed to maintaining cutting edge technical skills and up - to - date industry knowledge . 
 Skills 
 Excellent communication skills 
 System upgrades 
 Excellent problem - solving abilities 
 Microsoft MSCA / MCSE Certified 
 Excellent problem - solving abilities 
 Excellent diagnostic skills 
 Enterprise technologies 
 Work History 
 25Live Functional Administrator / Supervisor of I.T. Help De..."
768,130,0.02979483261459398,"Semantic Similarity Score: 0.08. Matching Keywords: real, solving, strong, experience, problem, data, world. Missing Keywords: candidate, python, expertise, seeking, hands, projects, software, analysis, engineer, abilities, demonstrate, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, seeking, hands, projects, software, analysis, engineer, abilities, demonstrate, machine, learning.","ADMISSIONS EXECUTIVE 
 Professional Summary 
 Highly motivated , creative professional with strong leadership and relationship - building skills . Experienced in applying principles of sociology to 
 personnel handling , administration , education , management and marketing problems . 
 Core Qualifications 
 Microsoft Office Charismatic public speaker 
 Training and development Community resources specialist 
 Marketing and sales specialist Motivated team player 
 Group behavior and dynamics Nat..."
769,1653,0.029729164249545432,"Semantic Similarity Score: 0.09. Matching Keywords: real, projects, experience, analysis, data, software. Missing Keywords: candidate, python, expertise, seeking, hands, solving, strong, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, seeking, hands, solving, strong, problem, engineer, abilities, demonstrate, world, machine, learning.","DIRECTOR OF FINANCE 
 Summary 
 Seasoned Certified Management Accountant and financial leader with deep and broad health care industry experience in forecasting , financial 
 planning and analysis , operations , reporting , and strategic planning 
 Highlights 
 CMA License # 43352 Strategic and financial planning expert 
 Experience 
 Director of Finance 07/2002 to Current Company Name City , State 
 Financial planning and analysis leadership and support for Consumer Service , Claims , Global Op..."
770,2050,0.029723910972875467,"Semantic Similarity Score: 0.10. Matching Keywords: projects, experience, analysis, data, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, solving, strong, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, solving, strong, problem, engineer, abilities, demonstrate, world, machine, learning.","DIRECTOR OF INFORMATION TECHNOLOGY 
 Profile 
 SUMMAR Y Applying technology and workflow solutions to business challenges is exciting for me because I love to learn and apply new lessons 
 and approaches to support and enhance the organization to achieve its goals and mission . 
 Core Qualifications 
 C # Oracle SQL Oracle 
 Information Management SQL Server SQL*Plus 
 TFS SharePoint SharePoint Designer 
 Database Design Database Administration Data Management 
 ASP.NET Team Leadership IIS 
 PL ..."
771,928,0.02969194196908956,"Semantic Similarity Score: 0.08. Matching Keywords: experience, expertise, demonstrate. Missing Keywords: candidate, python, real, seeking, hands, projects, software, strong, solving, analysis, problem, engineer, abilities, data, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, hands, projects, software, strong, solving, analysis, problem, engineer, abilities, data, world, machine, learning.","CHEF OWNER 
 Executive Profile 
 A combination of specialized training and professional experience results in excellent qualifications as an EXECUTIVE CHEF , SOUS CHEF 
 AND CHEF . Highly skilled in a variety of cuisines , including : Italian , Peruvian , Mexican and Fusion . Possess outstanding interpersonal , 
 communication and training skills . Excel in creating quality cuisine within budgetary cost controls . Flexible , with the ability to achieve in both first- 
 class fine dining and high..."
772,1888,0.029614942185168677,"Semantic Similarity Score: 0.09. Matching Keywords: projects, solving, strong, experience, analysis, problem, demonstrate, data. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, engineer, abilities, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, engineer, abilities, world, machine, learning.","COMMUNICABLE DISEASE SPECIALIST 
 Summary 
 Bachelors of Health Science with 7 + years experience in social services and medical health settings , working with diverse populations in the 
 military , and public health care fields . Creative and resourceful social service professional talented at quickly mastering new skills and processing 
 new information . 
 Highlights 
 Knowledge in the principles and practices of epidemiology as it relates to Experience with Electronic Medical Record 
 commu..."
773,1214,0.02959910100436862,"Semantic Similarity Score: 0.09. Matching Keywords: projects, solving, experience, analysis, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, strong, data, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, strong, data, problem, engineer, abilities, demonstrate, world, machine, learning.","CONSULTANT 
 Summary 
 PC Technician , Security Analyst , and Security Services - Identity Management 
 Solutions - oriented with notable success in a broad range of corporate IT initiatives , while participating in planning and the implementation of policy 
 and procedures , set standards for reference and training . Â 
 Create and maintain procedures for end users and support staff to increase productivity and support for the end user . Â 
 A track record of increasing responsibility in networ..."
774,22,0.02959856235402697,"Semantic Similarity Score: 0.08. Matching Keywords: projects, experience, abilities, data, seeking. Missing Keywords: candidate, python, expertise, real, hands, software, solving, strong, analysis, problem, engineer, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, hands, software, solving, strong, analysis, problem, engineer, demonstrate, world, machine, learning.","ACCOUNTANT I 
 Summary 
 A business management graduate with significant experience in disability services , human resources and finance department ; seeking to apply my 
 abilities to position in a human resource department . Proven ability to deal with multiple tasks efficiently and maintain organization . 
 Highlights 
 Extensive customer service skills 
 Able to retain the confidentiality of paperwork and information 
 Flexible team player and quick learner , interested in new technologies 
..."
775,841,0.029592291165064122,"Semantic Similarity Score: 0.08. Matching Keywords: projects, experience, analysis, data, world, seeking. Missing Keywords: candidate, python, expertise, real, hands, software, solving, strong, problem, engineer, abilities, demonstrate, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, hands, software, solving, strong, problem, engineer, abilities, demonstrate, machine, learning.","DIRECTOR OF BUSINESS DEVELOPMENT 
 Highlights 
 Word , Excel , PowerPoint , , , Oracle JD Edwards Enterprise , Epitome / WinAl , Data Collection , Internet , and Social Media . 
 Experience 
 July 2012 Company Name ï¼​ State 
 optimize financial operations by performing complex analyses on enterprise wide negotiations , projections , time - of - business reviews , and 
 guest port services distribution channels , claims / utilization costs . 
 Determining the effectiveness of territory by analyz..."
776,1962,0.029586009085311993,"Semantic Similarity Score: 0.09. Matching Keywords: candidate, real, projects, strong, experience, data, software. Missing Keywords: python, expertise, seeking, hands, solving, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: python, expertise, seeking, hands, solving, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","RECRUITING AND HR MANAGER 
 Summary 
 Experienced Corporate who is self - motivated , results driven , highly responsive and able to prioritize effectively to accomplish multiple 
 tasks and stay calm under pressure . Offering over 6 years of recruiting , human resources and staffing experience with a Bachelor 's Degree in 
 Human Resources Management . Experience with full life - cycle recruiting of qualified IT professionals including college graduates , experienced 
 software developers , bus..."
777,1923,0.0295632101821012,"Semantic Similarity Score: 0.07. Matching Keywords: candidate. Missing Keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, experience, analysis, demonstrate, seeking, solving, data, world, hands.","Consider adding details to showcase the following skills/keywords: projects, engineer, abilities, machine, learning, python, expertise, strong, problem, software, real, experience, analysis, demonstrate, seeking, solving, data, world, hands.","STAFFING MANAGER 
 Professional Summary 
 s well to change and possesses extensive expert knowledge of human resources employment process within a variety of industries . [ Job Title ] 
 focused on improving productivity , increasing efficiency and enhancing quality . Consistently exceeds goals for staffing and retention . Human 
 accomplished in sourcing , screening , qualifying and closing candidates , as well as coordinating interviews and follow up . 
 Skills 
 Good judgment 
 Human resource..."
